id,sentence,difficulty,augmented_sentence
2941,"Si je pouvais, je jouerais un rôle dans une pièce de Molière !",B1,"['Si tu devais, chacun jouerais un semblant dans votre pièce de Molière!']"
2720,Et comment le conservatoire finance-t-il la protection du littoral et l'accueil du public ?,C1,"[""Et comment le conservatoire finance-t-il notre fréquentation du public synonyme de'accueil du public :""]"
1123,J'habite un quartier calme,A1,"[""'habite un lotissement calme""]"
973,Nous n'achetons pas de vin,A1,"[""Pourquoi les'achetons pas de légumes""]"
27,Nous sommes en train de dîner.,A2,['Nous deux toujours train de cuisiner.']
4022,Ils rentrèrent se reposer après qu'ils eurent fait le tour du lac en chaloupe,C2,"[""plusieurs renvèrent se perdre après qu'ils eurent faisait le tour du lac le chaloup ^^""]"
256,Alice a un chien.,A1,['Alice a comme surnom.']
3576,"De plus, ce dernier doit apprendre à bien tenir son chien pour permettre à l'animal de bien le conduire.",B1,"[""De plus, là dernier doit apprendre au bien tenir son chien lui donner à ton'animal de pratiquer son conduire.""]"
403,"Il n'y a là rien d'impossible, estime un député, 75 % des déplacements domicile-travail font aujourd'hui moins de 5 km et 70 % de ces trajets sont faits aujourd'hui en voiture.",B2,"[""[...] n'y a là rien d'impossible, estime un expert, 75 pc des déplacements domicile-travail font pour'hui autour de 5 km ; 70 % de ces échanges sont faits pour'hui entre taxis.""]"
3023,"Mes souvenirs reparurent, d'abord confus, bientôt plus vifs.",C2,"[""Mes souvenirs nousurent, à'abord confus, quoique parfaitement clairs.""]"
689,"En plus, c'est mon restaurant préféré, donc je vais me régaler",A2,"[""Au vrai, c'est mon restaurant préféré, donc bon pourrais me lancer""]"
1258,Il est en train de ranger ses affaires.,A2,['Il sont en train de ranger plusieurs costumes.']
1567,"En Occasionnel, il s'agit de 15 manches maximum, la première équipe à gagner 8 manches l'emporte.",B2,"[""En Occasionnel, il s' existe de 10 manches faciles, la meilleur équipe sachant gagner 10 manches l' encourage.""]"
3876,"Nos techniques et nos actions ne cessent d'engendrer des effets imprévisibles, souvent contraires à nos intentions.",C1,"[""Nos actions et nos actions ne cessent d'engendre créer plusieurs problèmes dramatiques, fortement préjudiciables à nos intentions.""]"
3947,"Le marquis la reçut de mauvaise grâce, debout dans le vestibule, et mit un certain temps à comprendre ce qu'elle voulait car c'était une femme aux mots remâchés et aux circonlocutions amphigouriques",C2,"[""la marquis la reçut de mauvaise augure, debout dans son salonestib oriental, et resta un bon temps après lire ce qu'elle voulait</s>NOTUSED c'était une femme aux mots remâchés et aux circonlocutions amphigouriques""]"
3505,"Un savant fait un Golem, créature intelligente à son image, mais ne supporte pas son autonomie, provoque sa révolte et veut la détruire.",B2,"['Un monstre fait un Golem, créature imaginaire faisant votre image, mais un supporte à son autonomie, montre sa révolte et voudrait vous détruire.']"
2250,"Vous eussiez juré que les gens la voyaient, l'entendaient rouler pesamment devant eux, retentissante de tous les trésors enfermés dans ses flancs.",C1,"[""Vous seuls pu ou juré dans les gens la trouvaient, qui' aient monter pesamment sur eux, retentissante de tous ces trésors enfermés dans ses flancs.""]"
360,Mon mari est éditeur.,A1,['Mon gardien est mort.']
1835,"Si nous avions plus d'argent, nous achèterions un tableau de Matisse.",B1,"[""Si nous avions plus d' indications, allons achète voir ce tableau de Mat Renaissance.""]"
731,"Se sentant lésée, elle veut déposer une plainte contre la direction.",C1,"['Se sentant lésé légalement, elle veut inscrire une réclamation contre notre société.']"
3238,Faire en sorte que l'ineffable nous devienne familier tout en gardant ses racines fabuleuses.,C2,"[""Faire en bien que l' hommeffable nous devienne légendaire sans ne respectant ses racines fabuleuses.""]"
1863,"Onze heures sonnèrent, je me rendis auprès d'Ellénore : elle m'attendait.",C2,"[""On trois boutons sonnèrent, et me rendis auprès d' unllénore et mademoiselle d'attendait.""]"
327,"Une belle robe moulante, elle veut mettre en avant ses formes",C1,"['Une superbe robe moulant Noir, elle veut mettre en avant son fesses']"
704,"Quoique habillé d'un complet de soixante francs, il gardait une certaine élégance tapageuse, un peu commune, réelle cependant.",C2,"[""Seul propriétaire d' au complet de soixante francs, Wilson eûtait une vraie élégance tapage artistique, un tant excentrique, réelle cependant.""]"
1937,"Bien que les policiers réclament plus de pouvoirs concernant l'écoute électronique des logiciels de téléphonie Internet, l'Italie a souligné son désaccord avec une telle politique.",C1,"[""Pendant que les USA possèdent suffisamment de pouvoirs concernant 1' adresse électronique des appareils de téléphonie Internet, l'Italie a exprimé ses désaccord avec une seule politique.""]"
2698,Il vit un grand nombre de serpents qui en arrivant près d'un certain rocher le touchaient d'une herbe qu'ils tenaient à la bouche.,B1,"[""Il vit un grand nombre de serpents qui soudainement arrivant vers 'un certain rocher les mordaient grâce'une herbe qu' il tenaient la droite verticale.""]"
2546,Après cette déclaration héroïque la comtesse ne voulut plus des chevaux ni de la loge du comte N. Mais depuis quinze ans elle était accoutumée à la vie la plus élégante : elle eut à résoudre ce problème difficile ou pour mieux dire impossible : vivre à Milan avec une pension de quinze cents francs.,C1,['Après cette déclaration héroïque la comtesse na voulut plus des chevaux ni de la loge du comte!. Mais en quatre ans elle était accoutumé déjà à la vie la plus élégante : elle eut à résoudre quelque problème étrange ou a mieux parler impossible : vivre à Milan avec une pension de quinze cents chevaux.']
3710,Cette situation est d'autant plus préoccupante que la part de création de valeur des entreprises issue de la valorisation de ces actifs intellectuels est jugée par certains comme dépassant actuellement celle générée par les actifs matériels,C2,"[""Cette situation est aujourd'autant plus lesoccupant alors que la part la prise de valeur des entreprises issue de cette valorisation comme ces actifs intellectuels sera jugée par certains comme dépassant actuellement que générée par les actifs physiques""]"
842,C'est le château.,A1,"[""C' vraiment un château.""]"
627,Non Paul tu restes là ! Tu es sorti toute la journée.,A2,['Non écoute non jous là! Il es sorti pour la journée.']
2800,Elle est venue voir en bas si ça lui convenait.,A1,['Elle est maintenant déterminer en bas quelle ça vous convenait.']
79,"Un autre : Oui, on leur a bien donné des noms",A2,"['Sauf autre mot franchement, ça leur a bien donné des noms']"
3357,"Si certaines disciplines comme la marche à pied ou la natation sont mixtes, ""les femmes sont ainsi largement minoritaires"" dans les sports de raquette, avec une représentation d'un tiers en tennis, squash, badminton ou tennis de table, et encore moins dans les sports collectifs (football, basket-ball, volley-ball, handball) avec un pratiquant sur cinq.",C1,"['Si certaines disciplines telles la marche à pied ou la natation sont mixtes, ""les femmes sont ainsi devenues minoritaires"" dans les sports de raquette, avec une représentation d\' le tiers en marche, squash, badminton ou tennis de raquette, et encore moins dans les stages collectifs (football, volley- volley, Hand-ball, handball) dont un pratiquant sur cinq.']"
4189,"Les soldats se regardèrent étonnés surtout de l'idée de payer, et lui accordèrent avec bonté une place au feu ; son domestique lui fit un abri.",B2,"[""mes enfants Le regardèrent étonné et même de l'idée me payer, et lui accordèrent avec bonté quelque place sous jardin ; son domestique vous fit un abri.""]"
3185,"finalement, ces pédagogies qui peuvent se répandre sans contrôle institutionnel, sans cohérence aussi entre les enseignants ?",C2,"['finalement, ces probls qui peuvent se répandre sans travail total, aucune formation quelconque entre les enseignants?']"
1923,"Pareil pour les mathématiques , poursuit David Wilgenbus.",C2,"['Pareil pour les supporters, assure Bertrand Dagenbus.']"
3851,"Le soir, pour me détendre, j'écoute de la musique ou je regarde un peu la télé",A1,"[""Le soir, pour le détendre, si' observe de la musique auquel je regarde un bon al télé""]"
1310,"Par crainte des représailles, les contestataires ont été moins nombreux mardi dans les rues.",B2,"['Mais crainte aux représailles, plusieurs contestataires ont été moins actifs mardi dans leurs transports.']"
1300,Tout le monde n'a pas l'argent pour se payer une machine à laver.,B1,"[""Tout autre monde te'a ni l'argent pour te payer une machine ou sous.""]"
3690,"Une semaine au calme, ça procure un vrai plaisir.",B1,"['Une fois mais moins, ça semblait un vrai plaisir.']"
4160,C'est un scandale qu'on puisse construire une usine dans cette zone,B1,"[""...'est un scandale qu'on puisse monter une bibliothèque sous cette direction""]"
1094,"Ici, tout est mêlé et accéléré , souligne la sociologue.",C1,"['Ici, Tokyo est mêléné accéléré organisé, souligne la source.']"
3634,Ellénore gardait le silence.,B2,['Ellénor était gard... délibérément silence.']
2430,"Plus que faire une visite, le promeneur remontera le temps et découvrira ainsi une partie de l'histoire de la région.",B1,"[""Tant que cela une visite, le promeneur remontercourt le cours se découvrira ainsi une face e 'histoire de la région.""]"
827,Un beau succès d'estime.,C1,"[""Gros nouveau succès d' éleveur.""]"
4477,Vous aimez le sport ?,A1,['Tu aimez les sport?']
4105,J'ai souscris un abonement hebdomadaire à un magazine de cuisine.,B1,"[""J'ai sous forme un journal tempsement hebdomadaire pour ce magazine de cuisine.""]"
299,Vous êtes une des copines de Zoé.,A1,['Vous êtes maintenant petites copines du Zoé.']
2677,"On est toujours sur des Zoom meetings, enfin moi, j'ai jamais l'occasion de regarder mon visage quand il est concentré",B1,"[""Elle compte toujours sur des Zoom meetingistes, chez moi, je' usé de l'occasion de regarder mon mari car il est concentré""]"
1858,"Ainsi, ils gagnent en efficacité et l'employeur en profite.",B2,"[""Ainsi, ils gagnent en efficacité et il' améliore leur productivité.""]"
958,où ce moyen de transport est-il voué à s'installer durablement dans le paysage urbain,B2,"[""où chaque group of transport est-il conçu to s'installer durablement avec le paysage urbain""]"
2007,"Mais, l'hiver prochain, si elle n'a pas de rhume, elle fera du ski.",B1,"[""Mais, fin' mois prochain, si Caroline n'a pas de gilet blanc, elle fera donc running.""]"
4774,Cruel paradoxe.,C1,['Thest paradoxe.']
3260,"Si j'étais plus attirante, tous les garçons tomberaient raide dingues de mon charme envoutant.",B2,"[""Lorsque j'étais assez attirante, mes vos amis deviendraaient raide dingues envers mon charme envoutant.""]"
4756,"Comme il faisait très beau, nous nous sommes promenés le long de la Seine",A2,"['Mercredi il faisait encore beau, nous nous sommes posémen toute le mardi à la Seine']"
